"初学者が「配列の最大インデックスはlengthだ」と誤解すると、どんなコードを書きがち？","`array[length]`のような範囲外アクセスを書きがちです。<br><br>【解説】<br>要素数と最大インデックスを混同すると、`for (int i = 0; i <= array.length; i++)`のようなコードを書いてしまい、最後の反復で`ArrayIndexOutOfBoundsException`になります。最大インデックスは常に`length - 1`であることを意識する必要があります。","java blackbook chapter6 exceptions array length_off_by_one basic"
"Javaで負のインデックス（例: -1）を使うとどうなる？","すべて範囲外となり、対応する`IndexOutOfBoundsException`系の例外がスローされます。<br><br>【解説】<br>他言語（Pythonなど）の感覚で「末尾は-1」と考えると、Javaでは即座に例外になります。Javaのインデックスは常に0以上です。","java blackbook chapter6 exceptions index negative basic"
"配列やリスト変数がnullでないことと、要素が1つ以上あることの関係は？","両者は別物であり、変数がnullでなくても要素数0の可能性があります。<br><br>【解説】<br>`new int[0]`や`Collections.emptyList()`は「変数は非nullだが中身は空」です。この状態でインデックス0を参照すると範囲外例外になります。「nullでない」と「要素がある」は切り分けて考える必要があります。","java blackbook chapter6 exceptions index empty_collection basic"
"配列・文字列・Listと例外クラスの対応関係を答えよ。","配列→`ArrayIndexOutOfBoundsException`、文字列→`StringIndexOutOfBoundsException`、Listなど一般コレクション→`IndexOutOfBoundsException`です。<br><br>【解説】<br>スタックトレースに現れる例外クラスから、どの種別のインデックス範囲外かを逆算できます。この対応を覚えておくと、デバッグ時に原因の特定がしやすくなります。","java blackbook chapter6 exceptions array string list index exceptions_mapping basic"
"Javaアプリケーションのエントリポイントとなるmainメソッドのシグネチャは？","`public static void main(String[] args)`です。<br><br>【解説】<br>JVMはこの形式の`main`メソッドを探してアプリケーションを起動します。修飾子や引数型が異なるとエントリポイントとして認識されません。","java blackbook chapter6 exceptions main args signature basic"
"コマンドライン引数が1つも指定されなかったとき、mainメソッドに渡されるargsの値は？","nullではなく「要素数0のString配列」です。<br><br>【解説】<br>JVMは起動時に必ず`String[]`インスタンスを生成してから`main`に渡します。引数0個のときは長さ0の配列になり、`args == null`は常にfalseです。","java blackbook chapter6 exceptions main args empty_array basic"
"mainメソッドにおいて、args.lengthはどのような値の範囲を取る？","常に0以上の整数です。<br><br>【解説】<br>`args`はnullにはならず、要素数0以上の`String[]`インスタンスが渡されます。そのため、`args.length`は0（引数なし）の場合も含めて0以上です。","java blackbook chapter6 exceptions main args length basic"
"「配列変数がnullかどうか」と「配列の要素数が0かどうか」は、どのように扱うべき？","別々に判定すべきです。<br><br>【解説】<br>nullは「配列オブジェクト自体が存在しない」ことを意味し、長さ0は「配列は存在するが中身が空」を意味します。`args`のようにnullにならない前提の変数では、長さ0判定だけで十分です。","java blackbook chapter6 exceptions main args null_vs_empty basic"
"mainを呼び出す主体は何か？","JVM（Java仮想マシン）です。<br><br>【解説】<br>JVMは起動時にコマンドライン引数を`String[]`として構築し、その参照を`main`に渡します。プログラマが直接`main`をnewして呼ぶわけではありません。","java blackbook chapter6 exceptions main jvm_caller basic"
"会議の出席者リストの例えで、「参加者が0人でも空のリストを紙で渡す」ことは、プログラム上で何に対応する？","引数0個でも空の`String[]`を`args`として渡すことに対応します。<br><br>【解説】<br>紙そのものを渡さない（null）状態にはせず、常に「空リスト」という実体を渡すという方針が、`args`がnullにならない仕様のイメージです。","java blackbook chapter6 exceptions main args analogy basic"
"通常の起動手順で、mainメソッドのargsがnullになることはあるか？","通常はありません。<br><br>【解説】<br>JVMは必ず`String[]`インスタンスを生成してから渡すため、`args == null`は通常の起動では常にfalseです。特殊な反則的呼び出しをしない限り、null想定は不要です。","java blackbook chapter6 exceptions main args never_null basic"
"「引数がない＝argsがnull」と思い込むことの問題点は？","実際には`args`は空配列なので、誤ったnullチェックや不要な分岐を書く原因になります。<br><br>【解説】<br>`if (args == null)`というコードは通常意味を持たず、本当に必要なのは`args.length == 0`かどうかのチェックです。この誤解は引数処理ロジックのバグにつながります。","java blackbook chapter6 exceptions main args beginner_pitfall basic"
"「配列変数がnullである」状態は何を意味する？","配列オブジェクトそのものが存在しない状態を意味します。<br><br>【解説】<br>参照変数がどのインスタンスも指しておらず、メソッド呼び出しや要素アクセスを行うと`NullPointerException`の原因になります。","java blackbook chapter6 exceptions array null_definition basic"
"「配列の長さが0である」状態は何を意味する？","配列オブジェクトは存在するが、中に要素が1つもない状態を意味します。<br><br>【解説】<br>`new int[0]`のように長さ0で生成された配列は、変数は非nullですが`length`が0であるため、どのインデックスにもアクセスできません。","java blackbook chapter6 exceptions array length_zero_definition basic"
"try-catch-finally構文で文法的に許される並びの1つは？","`try { ... } catch(...) { ... } finally { ... }`です。<br><br>【解説】<br>標準的な形で、`try`に続いて0個以上の`catch`、最後に任意の`finally`を1つだけ書けます。すべてのブロックに波括弧が必要です。","java blackbook chapter6 exceptions try_catch_finally syntax basic"
"try-catch-finally構文で、もう1つ許される並びは？","`try { ... } finally { ... }`です。<br><br>【解説】<br>例外の型ごとに処理を分けたいわけではなく、「必ず後始末だけしたい」場面では、`catch`なしで`finally`だけをつけた形が使えます。","java blackbook chapter6 exceptions try_finally syntax basic"
"try構文におけるcatch節とfinally節の個数制約は？","catch節は0個以上、finally節は0または1個までです。<br><br>【解説】<br>catchは例外型ごとに複数並べられますが、finallyを複数書く構文はありません。`try`の後ろには少なくとも`catch`か`finally`のどちらか1つが必須です。","java blackbook chapter6 exceptions try_catch_finally count basic"
"finally節はコード上どこに書ける？","必ずcatch節の後ろにのみ書けます。<br><br>【解説】<br>`try { } finally { } catch { }`のような順序はコンパイルエラーです。`try`→`catch`群→`finally`という順序だけが許されます。","java blackbook chapter6 exceptions try_catch_finally order basic"
"tryやcatchブロックの中でreturnや例外スローがあっても、finallyブロックはどうなる？","呼び出し元に制御が戻る前に必ず実行されます。<br><br>【解説】<br>JVMは戻り値やスローする例外を一時的に保持し、その前に`finally`を実行するように制御フローを組み立てます。これにより、後始末コードは必ず実行されます。","java blackbook chapter6 exceptions try_catch_finally finally_always basic"
"try構文の目的は何か？","例外発生の有無にかかわらず後始末を確実に行うことです。<br><br>【解説】<br>ファイルやネットワーク接続などのリソースを確実に解放するために、`try`〜`catch`〜`finally`を使います。`finally`にクローズ処理を入れるのが典型です。","java blackbook chapter6 exceptions try_catch_finally purpose basic"
"try-catch-finallyの構文ルールが限定されている理由は？","制御フローを単純かつ予測しやすく保つためです。<br><br>【解説】<br>自由な並びを許すと、どの順序でどのブロックが実行されるかが分かりにくくなります。`try`→`catch`→`finally`という制約により、人間にもコンパイラにも分かりやすい挙動が保証されます。","java blackbook chapter6 exceptions try_catch_finally design basic"
"部屋を出るときに「最後に必ずドアを閉める」という例えは、どの構文要素に対応する？","`finally`ブロックに対応します。<br><br>【解説】<br>話が早く終わっても、急に用事ができて走って出ても、必ずドアを閉めるというルールは`finally`の「必ず実行される」性質を表現しています。","java blackbook chapter6 exceptions try_catch_finally analogy basic"
"サンプルメソッドsample()内のfinallyブロックは、どのようなメッセージを出力する？","\"必ず実行される\"というメッセージを出力します。<br><br>【解説】<br><pre><code>static int sample() {<br>    try {<br>        return 1;<br>    } catch (RuntimeException e) {<br>        return 2;<br>    } finally {<br>        System.out.println(\"必ず実行される\");<br>    }<br>}</code></pre><br>どの経路でメソッドを抜けても、このprintlnは実行されます。","java blackbook chapter6 exceptions try_catch_finally sample basic"
"tryだけ単独で書いた場合、どうなる？","`catch`か`finally`が続かないためコンパイルエラーになります。<br><br>【解説】<br>`try { ... }`の直後には必ず`catch`か`finally`（または両方）が必要です。`try`単独の構文は存在しません。","java blackbook chapter6 exceptions try_catch_finally no_lonely_try basic"
"finallyを複数書こうとするとどうなる？","構文上許されないためコンパイルエラーになります。<br><br>【解説】<br>後始末コードが複数ある場合は、1つの`finally`ブロックの中に順序を決めてまとめて記述します。","java blackbook chapter6 exceptions try_catch_finally multiple_finally basic"
"finally内のreturnは、tryやcatchで決まっていた戻り値・例外にどう影響しうる？","それらを上書きすることがあります。<br><br>【解説】<br>`try`で`return 1;`が決まっていても、`finally`で`return 2;`すると、最終的な戻り値は2になります。例外も同様に、`finally`側のスローが優先されることがあります。","java blackbook chapter6 exceptions try_catch_finally finally_overwrite basic"
"ネストしたtry-catch-finallyでは、finallyの実行順序はどうなる？","内側のtry-catch-finallyがすべて処理された後で、外側のfinallyが実行されます。<br><br>【解説】<br>ネスト構造では「内側→外側」の順に後始末が行われます。これを意識しないと、リソース開放の順番を誤ることがあります。","java blackbook chapter6 exceptions try_catch_finally nested_order basic"
"例外クラスにおけるサブクラスの例外は、どの型のcatch節でも捕捉できる？","そのサブクラスのスーパークラス型のcatch節でも捕捉できます。<br><br>【解説】<br>例えば`IOException`は`Exception`のサブクラスなので、`catch (Exception e)`でも捕捉可能です。この性質がcatch順序の制約につながります。","java blackbook chapter6 exceptions catch_order inheritance basic"
"catch節でスーパークラス型を先に書くと、後ろのサブクラスcatchはどう判定される？","到達不能と判定され、コンパイルエラーになります。<br><br>【解説】<br>上から順に評価したとき、スーパークラス側でサブクラスを含めてすべて捕捉できてしまうため、後続のサブクラスcatchには制御が到達しないと解析されます。","java blackbook chapter6 exceptions catch_order unreachable basic"
