"`Animal a = new Dog(); a.move();` 実行時にどの実装が動くか？","`Animal a = new Dog(); a.move();` のように呼び出した場合、`Dog`が`move()`をオーバーライドしていれば`Dog`側の`move()`実装が実行されます。これは、「呼び出せるかどうか」は変数の型で、「実際にどの実装が動くか」は実オブジェクトの型で決まるという二段構えのルールを示しています。","java Chapter5 basic polymorphism dispatch"
"インタフェース型`Drawable[]`の配列には、どのようなオブジェクトを要素として代入できるか？","`Drawable[]`の各要素には、`Drawable`インタフェースを実装しているクラスのインスタンスなら何でも代入できます。たとえば`Circle`や`Square`が`Drawable`を実装していれば、`arr[0] = new Circle(); arr[1] = new Square();`のような代入が可能です。<br><br>例：<pre><code>interface Drawable { void draw(); }\n\nclass Circle implements Drawable { public void draw() {} }\nclass Square implements Drawable { public void draw() {} }\n\nDrawable[] arr = new Drawable[2];\narr[0] = new Circle(); // OK\narr[1] = new Square(); // OK</code></pre>","java Chapter5 basic interface array assignability"
"`Drawable`を実装していない`Dog`クラスのインスタンスを`Drawable[]`に代入するとどうなるか？","`Dog`クラスが`Drawable`インタフェースを実装していない場合、`Drawable[]`配列の要素に`new Dog()`を代入しようとするとコンパイルエラーになります。インタフェースを実装していないクラスは、見た目が似ていてもそのインタフェース型とは無関係な別物として扱われるためです。","java Chapter5 basic interface array assignability"
"アップキャスト（上方向の型変換）とは何か？","アップキャストは、子クラス型から親クラス型への型変換を指します。これは常に安全とみなされるため、明示的なキャスト記述がなくてもコンパイラが自動（暗黙的）に行います。<br><br>例：<pre><code>Dog d = new Dog();\nAnimal a = d; // アップキャスト（暗黙的）</code></pre>","java Chapter5 basic casting upcast"
"ダウンキャスト（下方向の型変換）とは何か？","ダウンキャストは、親クラス型から子クラス型への型変換を指し、実際の中身が子クラスでない場合に危険があるため明示的なキャスト指定が必須です。<br><br>例：<pre><code>Animal a = new Dog();\nDog d = (Dog) a; // ダウンキャスト</code></pre> この例では`a`の中身が`Dog`なので安全です。","java Chapter5 basic casting downcast"
"どのようなときに`ClassCastException`が発生するか？","`ClassCastException`は、実際の中身の型とキャスト先の型が一致していない状態でダウンキャストを行ったときに実行時に発生します。<br><br>例：<pre><code>Animal a = new Cat();\nDog d = (Dog) a; // コンパイルは通るが実行時にClassCastException</code></pre> コンパイラは`a`の静的型`Animal`だけを見て文法上OKと判断しますが、実行時に中身が`Cat`だと判明して例外がスローされます。","java Chapter5 basic casting ClassCastException"
"`ClassCastException`を防ぐ代表的な方法は何か？","`ClassCastException`を防ぐには、キャスト前に`instanceof`で実際の型を確認するのが定番パターンです。実オブジェクトがキャスト先の型と両立するかどうかを事前にチェックしてからダウンキャストします。<br><br>例：<pre><code>if (a instanceof Dog) {\n    Dog d = (Dog) a; // 安全\n}</code></pre>","java Chapter5 basic casting ClassCastException instanceof"
"コンストラクタ引数とフィールド名が同じ場合、`name = name;` という代入が意味することを説明せよ。","コンストラクタ引数`name`とフィールド`name`が同名の場合、`name = name;`と書くと、スコープの優先順位により「引数nameに引数nameを代入しているだけ」と解釈されます。その結果、フィールド側の`name`は初期化されず、期待した代入は行われません。Javaでは、より近いスコープ（ここではコンストラクタ引数）の変数が優先されることが原因です。<br><br>例：<pre><code>class User {\n    private String name;\n\n    User(String name) {\n        name = name; // フィールドは初期化されない\n    }\n}</code></pre>","java Chapter5 basic this constructor shadowing"
"フィールドと同名のコンストラクタ引数からフィールドに値を代入する正しい書き方は？","フィールドと同名のコンストラクタ引数からフィールドに値を代入するには、`this.name = name;` のように`this.`を付けてフィールドを明示します。`this.name`は「このインスタンスのフィールド`name`」を指し、右辺の`name`は引数を指すため、期待どおりフィールドが初期化されます。<br><br>例：<pre><code>class User {\n    private String name;\n\n    User(String name) {\n        this.name = name; // フィールドname = 引数name\n    }\n}</code></pre>","java Chapter5 basic this constructor"
"`this`キーワードは何を指す特別な変数か？","`this`は、「自分自身のインスタンス」を指す特別な変数です。インスタンスメソッドやコンストラクタの内部で、現在のオブジェクトのフィールドやメソッドを明示的に指したいときに使用します。`this.name`のように書くことで、ローカル変数や引数と同名のフィールドを区別できます。","java Chapter5 basic this"
"継承関係でインスタンス生成時、コンストラクタ呼び出し順序はどうなるか？","継承関係でインスタンスを生成するときは、必ず親クラスのコンストラクタが先に実行され、その後に子クラスのコンストラクタが実行されます。呼び出し順序は「親 → 子」であり、上のクラスから順に土台を作っていくイメージです。","java Chapter5 basic constructor order"
"子クラスのコンストラクタで`super()`呼び出しを書かなかった場合、何が起こるか？","子クラスのコンストラクタで`super()`呼び出しを書かない場合、コンパイラが自動的に引数なしの`super();`をコンストラクタの先頭に挿入します。そのため、親クラスに引数なしコンストラクタが存在することが前提になります。親に引数付きコンストラクタしかない場合は、明示的に`super(引数...)`を書かないとコンパイルエラーになります。","java Chapter5 basic constructor super implicit"
"`this(...)`と`super(...)`はコンストラクタ内のどこで呼び出せるか？また同時に書けるか？","`this(...)`と`super(...)`はいずれもコンストラクタの先頭行でしか呼び出せません。また、1つのコンストラクタ内で両方を同時に書くことはできず、どちらか一方だけを先頭で呼び出す必要があります。これにより、コンストラクタチェーンと親コンストラクタ呼び出しの順序が一意に定まります。","java Chapter5 basic constructor this super rule"
"`new Child()`の呼び出しが、`this(0)`と`super(x)`を経由する例での大まかな実行順序を説明せよ。","例のコードでは、`new Child()`を呼ぶとまず`Child()`コンストラクタに入り、そこで先頭行の`this(0);`が実行されます。その結果`Child(int x)`コンストラクタに処理が移り、そこで先頭行の`super(x);`が実行されて親クラス`Parent(int)`コンストラクタが呼ばれます。したがって順序は概ね `new Child()` → `Child()` → `this(0)` → `Child(int)` → `super(x)` → `Parent(int)` となります。<br><br>例：<pre><code>class Child extends Parent {\n    Child() {\n        this(0); // OK\n    }\n    Child(int x) {\n        super(x); // OK\n    }\n}</code></pre>","java Chapter5 basic constructor this super flow"
"クラスに`final`を付けるとどういう意味になるか？","クラスに`final`を付けると、そのクラスを継承できなくなります。つまり、そのクラスから派生クラス（サブクラス）を作ることを禁止し、「これ以上設計を広げてほしくない」「クラスの振る舞いを固定したい」という意図を明確にします。<br><br>例：<pre><code>final class Utility { ... }</code></pre>","java Chapter5 basic final class"
"メソッドに`final`を付けるとどういう意味になるか？","メソッドに`final`を付けると、そのメソッドはサブクラスからオーバーライドできなくなります。「このメソッドの動きは絶対に変えてほしくない」という設計上の意思表示です。<br><br>例：<pre><code>class Parent {\n    public final void log() { ... }\n}</code></pre>","java Chapter5 basic final method"
"フィールドに`final`を付けるとどのような制約がかかるか？","フィールドに`final`を付けると、そのフィールドには一度だけ値を代入できるようになります。代入タイミングは、宣言時かコンストラクタ内のいずれかで、一度値を設定した後は変更できません。定数として使いたい場合は、`public static final`と大文字名で宣言するのが一般的です。<br><br>例：<pre><code>private final int maxSize;\npublic static final double PI = 3.14159;</code></pre>","java Chapter5 basic final field"
"`final`修飾子の共通イメージを説明せよ。","`final`修飾子の共通イメージは、「これ以上変えさせない・上書きさせない」というブレーキです。クラスに付ければ継承を禁止し、メソッドに付ければオーバーライドを禁止し、フィールドに付ければ再代入を禁止します。どの場合も、設計者が意図した不変性や制約を強制するために使われます。","java Chapter5 basic final"
"sealedクラス／sealedインタフェースとは何か？","sealedクラス／sealedインタフェースは、「継承できるクラス（実装できるクラス）をあらかじめ限定しておく」仕組みです。これにより、ある基底型に対して取り得るサブタイプの集合をコンパイラレベルで閉じた形にでき、パターンマッチや分岐処理で「その他」のケースを心配しなくて済むようになります。<br><br>例：<pre><code>public sealed class Shape\n    permits Circle, Rectangle { }</code></pre>","java Chapter5 basic sealed"
"sealedクラス宣言における`permits`句の役割は何か？","sealedクラス宣言における`permits`句は、そのsealedクラスを継承してよいクラスを列挙する役割を持ちます。`permits Circle, Rectangle`のように書くことで、「`Shape`を継承できるのは`Circle`と`Rectangle`だけ」という制約をコンパイラに伝えます。<br><br>例：<pre><code>public sealed class Shape\n    permits Circle, Rectangle { }</code></pre>","java Chapter5 basic sealed permits"
"`permits`で列挙されるクラスにはどのような制約があるか？","`permits`で列挙されるクラスは、同じモジュールや同じパッケージ内など一定の制約下に存在している必要があります。これにより、sealed階層全体が一箇所にまとまり、コンパイラが「この階層のすべての可能なサブクラス」を把握できるようになります。","java Chapter5 basic sealed permits constraint"
"sealedクラスを継承したサブクラス側で必ず指定しなければならない3つの修飾子は何か？","sealedクラスを継承したサブクラスは、必ず`final`・`sealed`・`non-sealed`のいずれかを明示的に指定しなければなりません。これにより、そのサブクラスから先をどう扱うか（封じるか、限定を継続するか、制限を外すか）をコンパイラに伝えます。","java Chapter5 basic sealed subclass"
"sealedクラスのサブクラスで`final`を指定した場合の意味は何か？","sealedクラスのサブクラスで`final`を指定すると、そのクラス以降の継承を禁止します。つまり、そのクラスはsealed階層の末端ノードになり、そこからサブクラスを増やすことはできません。<br><br>例：<pre><code>final class Circle extends Shape { ... }</code></pre>","java Chapter5 basic sealed subclass final"
"sealedクラスのサブクラスで`sealed`を指定した場合の意味は何か？","sealedクラスのサブクラスで`sealed`を指定すると、そのクラス自身もsealedとなり、自分を継承できるクラスをさらに`permits`句で限定できます。これにより、階層を段階的に分割しながら、それぞれの段階で許可されるサブタイプ集合を明示できます。<br><br>例：<pre><code>public sealed class Polygon extends Shape\n    permits Triangle, Square { ... }</code></pre>","java Chapter5 basic sealed subclass sealed"
"sealedクラスのサブクラスで`non-sealed`を指定した場合の意味は何か？","sealedクラスのサブクラスで`non-sealed`を指定すると、そのクラスから先は自由に継承して良いことを意味します。sealedな世界から「ここ以降は制限を外します」と宣言するイメージで、sealed階層の一部だけを開放することができます。","java Chapter5 basic sealed subclass non-sealed"
"sealedインタフェースのサブタイプにも必要な修飾子ルールは何か？","sealedインタフェースを実装するクラスやサブインタフェースも、クラスの場合と同様に`final`・`sealed`・`non-sealed`のいずれかを指定する必要があります。これにより、インタフェースを通じたサブタイプの集合もコンパイラが完全に把握できるようになります。<br><br>例：<pre><code>public sealed interface Command\n    permits StartCommand, StopCommand { }</code></pre>","java Chapter5 basic sealed interface"
