"抽象メソッドは {{c1::本体がなくシグニチャだけ}} が宣言されたメソッドであり、実装は {{c2::サブクラス}} に任される。","【解説】<br>抽象メソッドは`abstract`修飾子を持ち、メソッド名・引数・戻り値だけが宣言され、メソッド本体はありません。具象クラスはこれをオーバーライドして実際の処理を提供する義務があります。<br><pre><code>abstract double area();</code></pre>","java Chapter5 cloze abstract-method"
"抽象メソッドを1つでも持つクラスは、必ず {{c1::抽象クラス}} になる。","【解説】<br>クラス内に本体のない抽象メソッドがある場合、そのクラスを具象クラス（完全な実装クラス）として扱うことはできません。そのため、クラス宣言自体にも`abstract`を付ける必要があります。","java Chapter5 cloze abstract-method"
"抽象クラスを継承した具象クラスは、抽象メソッドを {{c1::すべてオーバーライドする義務}} がある。","【解説】<br>抽象クラス`Shape`が`abstract double area();`を持つなら、`Shape`を継承した具象クラス`Circle`などは`area()`の実装を提供しなければなりません。そうしない場合、そのクラス自体も抽象クラスにせざるを得なくなります。<br><pre><code>abstract class Shape {<br>    abstract double area();<br>}<br><br>class Circle extends Shape {<br>    private double r;<br>    Circle(double r) { this.r = r; }<br><br>    @Override<br>    double area() {<br>        return Math.PI * r * r;<br>    }<br>}</code></pre>","java Chapter5 cloze abstract-class override"
"オーバーライドでは、メソッド名と引数の型・個数・順番からなる {{c1::シグニチャ}} が親クラスと {{c2::完全に一致}} していなければならない。","【解説】<br>シグニチャが異なると、それは新しいメソッド（オーバーロード）とみなされ、既存メソッドの上書きにはなりません。オーバーライドはポリモーフィズムを実現するための基本条件であり、「親が約束したインタフェースを子が引き継ぐ」行為です。","java Chapter5 cloze override signature"
"参照型のオーバーライドでは、戻り値型を {{c1::親の戻り値型のサブクラス}} に狭める（共変戻り値型）ことが許される。","【解説】<br>戻り値型がプリミティブ型の場合は完全一致が必要ですが、参照型の場合は「親クラスが返す型のサブクラス」を返すオーバーライドが認められます。これを共変戻り値型と呼び、より具体的な型を返すことができます。<br><pre><code>class Animal {}<br>class Dog extends Animal {}<br><br>class Parent {<br>    Animal create() { return new Animal(); }<br>}<br>class Child extends Parent {<br>    @Override<br>    Dog create() { return new Dog(); }<br>}</code></pre>","java Chapter5 cloze override return-type"
"オーバーライド時、子クラス側のアクセス修飾子は親クラスより {{c1::狭くしてはいけない}}。","【解説】<br>親が`public`なら子も`public`のみ、親が`protected`なら子は`protected`または`public`にできますが`private`にはできません。親型として見たときに利用できていたメソッドが、子型になった途端に見えなくなるとAPIの一貫性が崩れるためです。","java Chapter5 cloze override access-modifier"
"`static`メソッドは {{c1::オーバーライドできない}} が、同名の`static`メソッドを子クラスに定義すると {{c2::隠蔽}} として扱われる。","【解説】<br>`static`メソッドはクラスに結びついており、インスタンスごとに動的ディスパッチされません。そのため、親クラスと子クラスで同じシグニチャの`static`メソッドを定義しても、オーバーライドではなく別のメソッドとして扱われます。","java Chapter5 cloze override static"
"`final`メソッドは {{c1::オーバーライド禁止}} であり、子クラスで同じシグニチャのインスタンスメソッドを定義するとコンパイルエラーになる。","【解説】<br>`final`メソッドは設計者が「この挙動は変えてほしくない」と決めたメソッドです。サブクラスで別の実装を提供しようとすること自体がコンパイルで拒否されます。<br><pre><code>class Parent {<br>    public final void log() { ... }<br>}<br><br>class Child extends Parent {<br>    // public void log() { ... } // コンパイルエラー<br>}</code></pre>","java Chapter5 cloze override final"
"フィールド（インスタンス変数）は、どのクラスのフィールドを見るかが {{c1::変数の型}} で決まる。","【解説】<br>親子で同名フィールドを持っている場合、`Parent p = new Child();`としても`p.name`は`Parent`側の`name`を参照します。実オブジェクトの型ではなく、変数宣言時の型に応じてフィールド解決が行われる点がメソッドディスパッチと異なります。<br><pre><code>class Parent {<br>    String name = \"parent\";<br>}<br>class Child extends Parent {<br>    String name = \"child\";<br>}<br><br>Parent p = new Child();<br>System.out.println(p.name); // \"parent\"</code></pre>","java Chapter5 cloze field-vs-method field"
"メソッド呼び出しでは、実際にどの実装が動くかは {{c1::実オブジェクトの型}} によって決まる。","【解説】<br>同名メソッドを親子で定義している場合、変数の静的型が親であっても、中身が子クラスのインスタンスなら子クラス側の実装が呼ばれます。これが動的ディスパッチであり、ポリモーフィズムを実現する仕組みです。<br><pre><code>class Parent {<br>    String getName() { return \"parent\"; }<br>}<br>class Child extends Parent {<br>    @Override<br>    String getName() { return \"child\"; }<br>}<br><br>Parent p = new Child();<br>System.out.println(p.getName()); // \"child\"</code></pre>","java Chapter5 cloze field-vs-method method"
"ポリモーフィズムとは「{{c1::親型}} の変数に、いろいろな {{c2::子クラス}} のインスタンスを入れて使う」ことを指す。","【解説】<br>ポリモーフィズムにより、`Animal`型の変数に`Dog`や`Cat`など多様なサブクラスを代入しながら、共通インタフェースを通じて同じコードで扱うことができます。これは設計の柔軟性と拡張性を高める重要な概念です。<br><pre><code>Animal a = new Dog();<br>a = new Cat();</code></pre>","java Chapter5 cloze polymorphism"
"`Animal a = new Dog();` のとき、`a` から呼び出せるメソッドは {{c1::Animalに宣言されているメソッドだけ}} である。","【解説】<br>`Dog`固有の`bark()`メソッドがあっても、変数`a`の静的型が`Animal`であるため、`a.bark()`はコンパイルエラーになります。コンパイラは静的型だけを見てメソッドの存在をチェックするためです。","java Chapter5 cloze polymorphism method-set"
"`Animal a = new Dog(); a.move();` の場面では、「呼べるかどうか」は変数の型で、「どの実装が動くか」は {{c1::実オブジェクトの型}} で決まる。","【解説】<br>コンパイル時には「`Animal`に`move()`があるか」で呼び出し可能性が判断され、実行時には`a`の中身が`Dog`であれば`Dog`の`move()`が実行されます。この二段構えがJavaの動的ディスパッチの本質です。<br><pre><code>Animal a = new Dog();<br>a.move();  // Dog側のmove()が実行される</code></pre>","java Chapter5 cloze polymorphism dispatch"
"インタフェース型`Drawable[]`の要素には、{{c1::Drawableを実装しているクラスのインスタンス}} なら何でも代入できる。","【解説】<br>配列要素が`Drawable`型であれば、そのインタフェースを実装している`Circle`や`Square`などのインスタンスを自由に格納できます。これは「その型に代入して安全か？」という代入互換性の考え方に基づいています。<br><pre><code>interface Drawable { void draw(); }<br><br>class Circle implements Drawable { public void draw() {} }<br>class Square implements Drawable { public void draw() {} }<br><br>Drawable[] arr = new Drawable[2];<br>arr[0] = new Circle();<br>arr[1] = new Square();</code></pre>","java Chapter5 cloze interface array assignability"
"`Drawable`を実装していない`Dog`クラスのインスタンスを`Drawable[]`に代入しようとすると {{c1::コンパイルエラー}} になる。","【解説】<br>インタフェースの実装関係がなければ、見た目が似ていても型としては別物です。`Dog`が`Drawable`を実装していない限り、`Drawable[]`への代入は安全ではないためコンパイラが拒否します。","java Chapter5 cloze interface array assignability"
"アップキャスト（上方向の型変換）は {{c1::子クラス→親クラス}} への変換であり、{{c2::常に安全なので自動で行われる}}。","【解説】<br>親クラスは子クラスが持つメンバの一部しか見ませんが、その範囲では必ず正しい型関係が成り立つため、暗黙的に行っても問題がありません。<br><pre><code>Dog d = new Dog();<br>Animal a = d; // アップキャスト</code></pre>","java Chapter5 cloze casting upcast"
"ダウンキャスト（下方向の型変換）は {{c1::親クラス→子クラス}} への変換であり、{{c2::危険があるので明示的キャスト必須}} である。","【解説】<br>親型の変数にはさまざまなサブクラスのインスタンスが入るため、「本当にその子クラスなのか」を保証できません。そのため、`(Dog) a`のように明示的なキャストを書き、開発者が意図を示す必要があります。<br><pre><code>Animal a = new Dog();<br>Dog d = (Dog) a; // 安全なダウンキャスト</code></pre>","java Chapter5 cloze casting downcast"
"`ClassCastException`は、実際の中身とキャスト先の型が {{c1::一致していない}} ときに {{c2::実行時}} に発生する。","【解説】<br>コンパイル時には静的型だけがチェックされるため、`Animal a = new Cat(); Dog d = (Dog) a;`のようなコードも通ってしまいます。しかし実行時に`a`の中身が`Cat`だと判明し、`Dog`へのキャストが不正なため`ClassCastException`がスローされます。<br><pre><code>Animal a = new Cat();<br>Dog d = (Dog) a; // 実行時にClassCastException</code></pre>","java Chapter5 cloze casting ClassCastException"
"`ClassCastException`を防ぐ定番パターンは、キャスト前に {{c1::instanceof}} で実際の型を確認してからダウンキャストすることである。","【解説】<br>`instanceof`演算子で「オブジェクトが特定の型と両立するか」をチェックし、真である場合のみダウンキャストを行うことで安全性を確保できます。<br><pre><code>if (a instanceof Dog) {<br>    Dog d = (Dog) a; // 安全<br>}</code></pre>","java Chapter5 cloze casting ClassCastException instanceof"
"コンストラクタ引数とフィールドが同名のとき、何も付けずに `name = name;` と書くと {{c1::引数nameに引数nameを代入しているだけ}} になり、フィールドは初期化されない。","【解説】<br>Javaではスコープが近いほうの変数が優先されるため、コンストラクタ内ではローカルな引数`name`がフィールドより先に解決されます。そのため左辺・右辺とも引数を指し、フィールド`this.name`には一切触れません。<br><pre><code>class User {<br>    private String name;<br><br>    User(String name) {<br>        name = name; // フィールドは未初期化<br>    }<br>}</code></pre>","java Chapter5 cloze this constructor shadowing"
"フィールドと同名の引数からフィールドに値を代入する正しい書き方は {{c1::this.name = name;}} である。","【解説】<br>`this.name`は「このインスタンスのフィールド`name`」を指すため、右辺の引数`name`の値をフィールド側に代入できます。同名衝突がある場合は常に`this.`を付ける習慣を持つと、バグの混入を防げます。<br><pre><code>class User {<br>    private String name;<br><br>    User(String name) {<br>        this.name = name;<br>    }<br>}</code></pre>","java Chapter5 cloze this constructor"
"`this`は「{{c1::自分自身のインスタンス}}」を指す特別な変数であり、フィールドやメソッドを「{{c2::このインスタンスのもの}}」と明示するときに使う。","【解説】<br>`this`を使うと、ローカル変数や引数とフィールド名が衝突したときにも、どちらを参照しているかを明確にできます。また、コンストラクタチェーンで`this(...)`として同一クラス内の別コンストラクタを呼び出す際にも利用されます。","java Chapter5 cloze this"
"インスタンス生成時のコンストラクタ呼び出し順序は、必ず {{c1::親クラスのコンストラクタ}} → {{c2::子クラスのコンストラクタ}} の順になる。","【解説】<br>親クラス側でフィールドや初期化処理を完了させてから、子クラスの初期化処理を行うことで、安定したオブジェクト状態を保証します。これは「上から土台を順に作っていく」イメージです。","java Chapter5 cloze constructor order"
"子クラスのコンストラクタでは1行目で必ず {{c1::親コンストラクタ}} が呼ばれ、何も書かない場合はコンパイラが {{c2::super();}} を自動挿入する。","【解説】<br>Javaの仕様上、コンストラクタの最初の処理は親クラスのコンストラクタ呼び出しでなければなりません。書かなければ`super();`が自動で入り、親クラスの引数なしコンストラクタが呼ばれます。親に引数なしコンストラクタがない場合は、明示的な`super(引数...)`が必要です。","java Chapter5 cloze constructor super implicit"
"`this(...)` と `super(...)` はどちらもコンストラクタの {{c1::先頭行でしか呼べない}} うえ、{{c2::同じコンストラクタ内で両方同時に書くことはできない}}。","【解説】<br>1つのコンストラクタにつき、先頭で呼べるのは`this(...)`か`super(...)`のどちらか1つだけです。これにより、コンストラクタチェーンと親コンストラクタ呼び出しの流れが一意に決まり、あいまいさを避けられます。","java Chapter5 cloze constructor this super rule"
"`new Child()` の例では、おおまかな実行順序は `new Child()` → {{c1::Child()}} → {{c2::this(0)}} → {{c3::Child(int)}} → {{c4::super(x)}} → {{c5::Parent(int)}} となる。","【解説】<br>引数なしコンストラクタから引数付きコンストラクタへの`this(0)`呼び出しを経て、最終的に親クラスの引数付きコンストラクタ`Parent(int)`が呼ばれます。この流れにより、親→子の順に初期化が進みます。<br><pre><code>class Child extends Parent {<br>    Child() {<br>        this(0);<br>    }<br>    Child(int x) {<br>        super(x);<br>    }<br>}</code></pre>","java Chapter5 cloze constructor this super flow"
"クラスに`final`を付けると、そのクラスは {{c1::継承できない}}（サブクラスを作れない）。","【解説】<br>`final class Utility { ... }` のように宣言すると、そのクラスから派生クラスを作ることが禁止されます。ライブラリのユーティリティクラスなど、設計を固定したい場合に使われます。","java Chapter5 cloze final class"
"メソッドに`final`を付けると、そのメソッドは {{c1::サブクラスからオーバーライドできない}}。","【解説】<br>重要なロギング処理など「振る舞いを変えられたくない」メソッドに`final`を付けることで、子クラスが別の実装を定義することを防げます。<br><pre><code>class Parent {<br>    public final void log() { ... }<br>}</code></pre>","java Chapter5 cloze final method"
"フィールドに`final`を付けると、そのフィールドは {{c1::一度だけ値を代入できる}}。","【解説】<br>代入は宣言と同時かコンストラクタ内のいずれか1回だけで、それ以降は再代入できません。これにより、オブジェクトの不変な状態（イミュータブルなプロパティ）を表現できます。<br><pre><code>private final int maxSize;<br>public static final double PI = 3.14159;</code></pre>","java Chapter5 cloze final field"
"`final`修飾子の共通イメージは「{{c1::これ以上変えさせない・上書きさせない}}」というブレーキである。","【解説】<br>クラスに付ければ継承禁止、メソッドに付ければオーバーライド禁止、フィールドに付ければ再代入禁止というように、「変更の余地を断つ」ためのキーワードです。設計上の制約や不変性を強制するために使われます。","java Chapter5 cloze final"
"sealedクラス／sealedインタフェースは、「継承（実装）できるクラスを {{c1::あらかじめ限定}} しておく」仕組みである。","【解説】<br>sealedを使うと、ある基底型に対して取り得るサブタイプの集合を閉じた形で定義でき、分岐処理やパターンマッチで「この他に未知のサブクラスが現れるかもしれない」という心配を減らせます。<br><pre><code>public sealed class Shape<br>    permits Circle, Rectangle { }</code></pre>","java Chapter5 cloze sealed"
"sealedクラス宣言における`permits`句は、「{{c1::そのクラスを継承してよいクラス}}」を列挙する。","【解説】<br>`public sealed class Shape permits Circle, Rectangle { }`のように書くと、`Shape`を継承できるのは`Circle`と`Rectangle`だけだとコンパイラに伝えます。これにより、`Shape`のサブクラス集合が明示的に固定されます。","java Chapter5 cloze sealed permits"
"`permits`で列挙されるクラスは、{{c1::同じモジュールや同じパッケージ内}} など一定の制約下にある必要がある。","【解説】<br>sealed階層を1か所に集約しておくことで、コンパイラが「この基底型のすべての可能なサブタイプ」を把握できるように設計されています。これがパターン網羅性チェックなどの基盤になります。","java Chapter5 cloze sealed permits constraint"
"sealedクラスを継承したサブクラスは、必ず {{c1::final}} / {{c2::sealed}} / {{c3::non-sealed}} のいずれかを指定しなければならない。","【解説】<br>この3択により、「ここで継承を打ち切る」「さらに限定されたsealed階層を続ける」「ここから先は制限を外す」といった設計方針をサブクラスごとに明示できます。","java Chapter5 cloze sealed subclass"
"sealedクラスのサブクラスで`final`を指定すると、そのクラス {{c1::以降の継承を禁止}} する。","【解説】<br>`final class Circle extends Shape { ... }`のようにすると、`Circle`をさらに継承するクラスを定義できなくなります。sealed階層の末端ノードとして扱いたい場合に使います。","java Chapter5 cloze sealed subclass final"
"sealedクラスのサブクラスで`sealed`を指定すると、そのクラスもsealedとなり、自分を継承できるクラスを {{c1::permits句でさらに限定}} できる。","【解説】<br>例えば`Polygon`を`sealed`にして`Triangle`と`Square`だけを`permits`で許可することで、`Shape`→`Polygon`→`Triangle/Square`のような段階的に限定された階層を構築できます。<br><pre><code>public sealed class Polygon extends Shape<br>    permits Triangle, Square { ... }</code></pre>","java Chapter5 cloze sealed subclass sealed"
"sealedクラスのサブクラスで`non-sealed`を指定すると、そこから先は {{c1::自由に継承できる}}。","【解説】<br>`non-sealed`はsealed階層の一部を意図的に開放する宣言です。「ここまではサブタイプを限定するが、このクラス以降は制限しない」という柔軟な設計が可能になります。","java Chapter5 cloze sealed subclass non-sealed"
"sealedインタフェースを実装するクラスやサブインタフェースも、{{c1::final}} / {{c2::sealed}} / {{c3::non-sealed}} のいずれかを付ける必要がある。","【解説】<br>インタフェースの場合もクラスと同様に、どこで継承を打ち切るか、どこまでを限定されたsealed世界として扱うかを明示する必要があります。<br><pre><code>public sealed interface Command<br>    permits StartCommand, StopCommand { }</code></pre>","java Chapter5 cloze sealed interface"
