"recordで生成されるアクセサの命名規則はどうなるか？","getName() ではなく、コンポーネント名そのもの（例: name()）です。<br><br>【解説】<br>JavaBeans流儀とは異なるため、既存フレームワーク連携時に確認が必要です。<br><pre><code>Person p = new Person(\"Alice\", 30);<br>System.out.println(p.name());</code></pre>","java record accessor basic"
"recordのequals(Object)は何を基準にtrueを返すか？","全フィールドの値が等しいときにtrueを返します。<br><br>【解説】<br>参照同一性ではなく値ベース比較です。<br><pre><code>Person p1 = new Person(\"Alice\", 30);<br>Person p2 = new Person(\"Alice\", 30);<br>System.out.println(p1.equals(p2)); // true</code></pre>","java record equals basic"
"recordのhashCode()は何を基に計算されるか？","全フィールドの値を基に計算されます。<br><br>【解説】<br>equalsと整合する実装が自動で付与されます。<br><pre><code>@Override<br>public int hashCode() { /* fields-based */ }</code></pre>","java record hashcode basic"
"recordのtoString()には何が含まれるか？","クラス名と全フィールド値が含まれます。<br><br>【解説】<br>デバッグ出力時に内容確認がしやすい形式です。<br><pre><code>System.out.println(new Person(\"Alice\", 30));<br>// Person[name=Alice, age=30]</code></pre>","java record tostring basic"
"recordのインスタンスフィールドは生成後に変更できるか？","できません。暗黙的にfinalで不変です。<br><br>【解説】<br>セッター追加による可変化はrecordの設計意図に反します。<br><pre><code>public record Person(String name, int age) {}<br>// setterは定義されない</code></pre>","java record immutable basic"
"recordクラスは他クラスに継承させられるか？","できません。record自体が暗黙的にfinalです。<br><br>【解説】<br>recordの拡張は継承ではなく、別recordや合成で表現します。<br><pre><code>public record Person(String name, int age) {}<br>// class SubPerson extends Person ... は不可</code></pre>","java record inheritance basic"
"recordがextendsで任意の親クラスを継承できない理由は何か？","すべてのrecordが暗黙的にjava.lang.Recordを継承するためです。<br><br>【解説】<br>単一継承のため、他親クラスとの併用はできません。<br><pre><code>// implicit: extends java.lang.Record</code></pre>","java record inheritance basic"
"recordはインターフェース実装を許可するか？","許可します（implementsは可能）。<br><br>【解説】<br>継承制限があっても、契約（interface）ベースの設計は可能です。<br><pre><code>public record Person(String name, int age) implements java.io.Serializable {}</code></pre>","java record interface basic"
"record宣言後に新しいインスタンスフィールドを追加できるか？","できません。ヘッダで定義したコンポーネント外のインスタンスフィールド追加は不可です。<br><br>【解説】<br>状態定義はrecordヘッダに集約されます。<br><pre><code>public record Person(String name, int age) {<br>    // private String nickname; // 不可<br>}</code></pre>","java record field-rule basic"
"recordにstaticフィールドは追加できるか？","追加できます。<br><br>【解説】<br>制限対象は追加インスタンスフィールドであり、クラス変数は許可されます。<br><pre><code>public record Person(String name, int age) {<br>    public static final String SPECIES = \"Human\";<br>}</code></pre>","java record field-rule basic"
"コンパクト・コンストラクタの主な用途は何か？","値検証（バリデーション）など、生成時ロジックを記述することです。<br><br>【解説】<br>不正値を早期に拒否して不変条件を守れます。<br><pre><code>public record Person(String name, int age) {<br>    public Person {<br>        if (age < 0) throw new IllegalArgumentException(\"年齢は0以上である必要があります\");<br>    }<br>}</code></pre>","java record constructor basic"
"コンパクト・コンストラクタで省略できる2要素は何か？","引数宣言と、this.フィールドへの代入記述です。<br><br>【解説】<br>記述量を減らしつつ、検証ロジックに集中できます。<br><pre><code>public Person {<br>    // this.name = name; は不要（自動追加）<br>}</code></pre>","java record constructor basic"
"recordに独自メソッドを追加できるか？","できます。インスタンスメソッドも静的メソッドも追加可能です。<br><br>【解説】<br>データ中心でも、派生的な判定ロジックは同居できます。<br><pre><code>public boolean isAdult() {<br>    return age >= 18;<br>}</code></pre>","java record methods basic"
"recordの自動生成メソッドはオーバーライドできるか？","できます（例: toString）。<br><br>【解説】<br>表示形式や振る舞いをドメインに合わせて調整可能です。<br><pre><code>@Override<br>public String toString() {<br>    return name + \"さん (\" + age + \"歳)\";<br>}</code></pre>","java record methods basic"
"recordの利用が推奨される代表ケースを1つ挙げると？","DTO（Data Transfer Object）としての利用です。<br><br>【解説】<br>転送専用データは不変・値比較との相性が高いです。<br><pre><code>public record UserDto(String id, String email) {}</code></pre>","java record usecase basic"
"recordを使うべきでない代表ケースを1つ挙げると？","状態が変化するミュータブルなオブジェクトを表現したい場合です。<br><br>【解説】<br>頻繁な状態更新が必要なら通常クラス設計が適します。<br><pre><code>class MutableCounter {<br>    private int value;<br>    void increment() { value++; }<br>}</code></pre>","java record anti-pattern basic"
"record活用による最終的な効果は何か？","Javaコードが簡潔になり、データそのものに焦点を当てた可読性の高い実装がしやすくなります。<br><br>【解説】<br>宣言的表現により、意図伝達と保守の両面で利点があります。<br><pre><code>public record Person(String name, int age) {}</code></pre>","java record conclusion basic"
