"finally節は必ず {{c1::catch節の後ろ}} にのみ書ける。","【解説】<br>`try { } finally { } catch { }`のような順番は構文的に不正です。","java blackbook chapter6 exceptions try_catch_finally order cloze"
"tryやcatchの中で {{c1::return}} や {{c2::例外スロー}} があっても、呼び出し元に制御が戻る前に {{c3::finallyブロック}} が実行される。","【解説】<br>JVMは戻り値や例外を一時的に保持して、先にfinallyを走らせるようコードを生成します。","java blackbook chapter6 exceptions try_catch_finally finally_always cloze"
"try構文の主目的は「例外発生の有無にかかわらず、{{c1::後始末}} を確実に行う」ことである。","【解説】<br>ファイルやソケットのクローズなどを確実に実行するために使われます。","java blackbook chapter6 exceptions try_catch_finally purpose cloze"
"catch節は、例外クラスの継承関係を踏まえて {{c1::サブクラス}} から {{c2::スーパークラス}} へ向かう順で並べる必要がある。","【解説】<br>広い型（スーパークラス）を先に書くと、後ろの狭い型（サブクラス）が到達不能になります。","java blackbook chapter6 exceptions catch_order subclass_to_superclass cloze"
"スーパークラス型のcatchを先に書いてしまうと、その後ろのサブクラス型catchは {{c1::到達不能コード}} と判断されてコンパイルエラーになる。","【解説】<br>スーパークラス側でサブクラスを含めてすべて捕捉してしまうためです。","java blackbook chapter6 exceptions catch_order unreachable cloze"
"チェック例外とは、{{c1::RuntimeExceptionとそのサブクラス以外}} のExceptionであり、発生可能性があるメソッドでは {{c2::try-catch}} で処理するか {{c3::throws句}} で宣言する必要がある。","【解説】<br>呼び出し側の対処が期待される異常状態を表すため、コンパイラが対処の明示を強制します。","java blackbook chapter6 exceptions checked_exception definition cloze"
"非チェック例外とは、主に {{c1::RuntimeException系}} の例外であり、throwsに書くことはできるが {{c2::必須ではない}}。","【解説】<br>null参照や不正キャストなど、プログラムのバグを表すことが多く、コード修正で防ぐことが前提です。","java blackbook chapter6 exceptions runtime_exception definition cloze"
"Errorやそのサブクラスは、通常のアプリケーションコードで {{c1::回復を試みる対象ではない}} と想定されており、catchやthrowsの {{c2::義務はない}}。","【解説】<br>JVMや実行環境レベルの深刻な問題（`StackOverflowError`など）を表します。","java blackbook chapter6 exceptions error definition cloze"
"飛行機の欠航のように、起こりうることがあらかじめ知られていて対応手順も決まっているトラブルは {{c1::チェック例外}} のイメージである。","【解説】<br>発生が予測されており、事前にハンドリング設計が必要な異常状態です。","java blackbook chapter6 exceptions checked_exception analogy cloze"
"うっかり財布を忘れるような、本来起こしてはいけない不注意は {{c1::非チェック例外}} のイメージである。","【解説】<br>プログラムのバグと対応するもので、そもそも起こさないようにコードを直すべき領域です。","java blackbook chapter6 exceptions runtime_exception analogy cloze"
"地震などアプリケーションレベルでコントロールしにくい事象は {{c1::Error}} のイメージである。","【解説】<br>通常の例外処理で回復を試みるべきではないレベルの問題です。","java blackbook chapter6 exceptions error analogy cloze"
"参照型変数がnullのときにインスタンスメソッドを呼び出そうとすると、実行時に {{c1::NullPointerException}} がスローされる。","【解説】<br>対象オブジェクトが存在しないため、JVMはメソッド呼び出し先を特定できず、そこで処理を中断します。<br><pre><code>String text = null;<br>int len = text.length(); // NullPointerException</code></pre>","java blackbook chapter6 exceptions null NullPointerException cloze"
"参照型変数がnullのときにフィールドアクセスを行おうとすると、実行時に {{c1::NullPointerException}} がスローされる。","【解説】<br>メソッド呼び出しと同様に、対象インスタンスが存在しないためです。","java blackbook chapter6 exceptions null field_access cloze"
"\"\"（長さ0の空文字）や`Collections.emptyList()`は「{{c1::中身が空のオブジェクト}}」であり、{{c2::null}} とはまったく別物である。","【解説】<br>空オブジェクトはインスタンス自体は存在するため、メソッド呼び出しは可能です。","java blackbook chapter6 exceptions null empty_vs_null cloze"
"equals比較でnullの可能性がある変数を扱うときは、{{c1::\"絶対にnullにならない側\"}} からequalsを呼ぶのが安全である（例: {{c2::\"OK\".equals(str)}}）。","【解説】<br>`str.equals(\"OK\")`のように書くと、strがnullのときに`NullPointerException`になります。","java blackbook chapter6 exceptions null equals_pattern cloze"
"キャストでClassCastExceptionが発生するのは、実体オブジェクトが {{c1::キャスト先の型}} またはその {{c2::サブタイプ}} ではない場合である。","【解説】<br>コンパイル時に継承関係があっても、実行時に実際に入っているインスタンスが対応していないと例外になります。","java blackbook chapter6 exceptions cast ClassCastException_condition cloze"
"JVMはキャスト時にオブジェクトの {{c1::実際の型情報}} を参照し、キャスト先型と {{c2::互換性があるか}} を確認している。","【解説】<br>互換性がなければ`ClassCastException`をスローします。","java blackbook chapter6 exceptions cast runtime_check cloze"
"equals実装で {{c1::instanceof}} チェックを省略していきなりキャストすると、他クラスのインスタンスが来たときに {{c2::ClassCastException}} が発生する。","【解説】<br>定石は`if (!(obj instanceof MyClass)) { return false; }`で型を確認してからキャストすることです。","java blackbook chapter6 exceptions cast equals_pattern cloze"
"マルチキャッチ構文`catch (A | B e)`では、AとBの型同士が {{c1::継承関係にあってはいけない}}。","【解説】<br>片方がサブクラス・スーパークラスなら、広い方だけで十分に表現できるため冗長かつ不正です。","java blackbook chapter6 exceptions multi_catch inheritance_constraint cloze"
"マルチキャッチでは、キャッチ変数eの静的型は「列挙した型のうちもっとも {{c1::共通するスーパークラス}}」に近いものになる。","【解説】<br>このため、型同士が継承関係にある場合は広い方だけを書くべきであり、両方を並べるのは不正とされます。","java blackbook chapter6 exceptions multi_catch common_superclass cloze"
"`catch (Exception | RuntimeException e)`がコンパイルエラーになる理由は、{{c1::RuntimeException}} が {{c2::Exception}} のサブクラスだからである。","【解説】<br>「マルチキャッチの型同士は継承関係NG」というルールに反しています。","java blackbook chapter6 exceptions multi_catch Exception_RuntimeException cloze"
"try-with-resources構文では、`try (Resource r = ...) { ... }`のように {{c1::丸括弧内}} にリソースを宣言し、{{c2::catchやfinallyがなくても}} コンパイル可能である。","【解説】<br>リソースの自動解放だけを目的とした簡潔な構文が使えます。","java blackbook chapter6 exceptions try_with_resources syntax cloze"
"try-with-resourcesでは、tryブロックの終了時にリソースの {{c1::close()}} が {{c2::自動的}} に呼び出される。","【解説】<br>例外の有無にかかわらず呼び出され、リソース解放忘れを防ぎます。","java blackbook chapter6 exceptions try_with_resources auto_close cloze"
"try-with-resourcesの丸括弧内に宣言できるのは、{{c1::AutoCloseable}} または {{c2::Closeable}} を実装した型に限られる。","【解説】<br>これらの型だけが`close()`メソッドを持ち、自動解放の対象になれます。","java blackbook chapter6 exceptions try_with_resources AutoCloseable cloze"
"try-with-resourcesで宣言したリソース変数は {{c1::final}} または {{c2::実質的final}} である必要がある。","【解説】<br>どのインスタンスに対して`close()`すべきかを明確にするための制約です。","java blackbook chapter6 exceptions try_with_resources effectively_final cloze"
"try-with-resourcesで複数のリソースを並べた場合、close()の呼び出し順は {{c1::宣言順の逆}} になる。","【解説】<br>内側のストリームから先に閉じるイメージで、安全な解放順になります。","java blackbook chapter6 exceptions try_with_resources close_order cloze"
"try-with-resourcesでは、例外なしの場合「{{c1::try本体}} → {{c2::リソースclose}} → {{c3::finally}}」という順で処理が進む。","【解説】<br>finallyが存在する場合でも、リソースの自動closeは先に行われます。","java blackbook chapter6 exceptions try_with_resources normal_flow cloze"
"try-with-resourcesでは、例外ありの場合「{{c1::try本体で例外発生}} → {{c2::リソースclose}} → {{c3::catch}} → {{c4::finally}}」という順で処理が進む。","【解説】<br>本体で発生した例外がメインの例外として扱われ、close中の例外は抑制された例外になります。","java blackbook chapter6 exceptions try_with_resources exception_flow cloze"
"try-with-resourcesで、try本体とclose()の両方で例外が出た場合、メインとしてスローされるのは {{c1::try本体で発生した例外}} であり、close()中の例外は {{c2::抑制された例外}} として記録される。","【解説】<br>`Throwable#getSuppressed()`で抑制例外を確認できます。","java blackbook chapter6 exceptions try_with_resources suppressed_exceptions cloze"
