"左辺がfalseのときに右辺を評価しない論理AND演算子はどれか？","&& （条件付き論理AND）である。<br><br>【解説】<br>&& はブール専用で短絡評価を行う。右辺にコストの高い計算や副作用がある場合、左辺だけで結果が決まれば右辺を評価しないため安全かつ効率的。a != null && a.method() のようなnullチェックと組み合わせる書き方が典型的。<br><pre><code>boolean result1 = isRaining && checkUmbrella(); // 左辺がfalseなら右辺は呼ばれない</code></pre>","java Chapter3 bitwise logical and"
"ビット演算としての & の結果の型は何か？","整数型である。<br><br>【解説】<br>整数型の各ビットごとにANDを取り、結果も整数型になる。ブールに & を使った場合は両辺を必ず評価し、結果はboolean。ビットマスクの目的を理解していないと意図が不明瞭になりがちなので、論理演算とビット演算の場面を区別して学ぶことが重要。<br><pre><code>int mask = 0xFF;<br>int result = value & mask;</code></pre>","java Chapter3 bitwise logical and"
"if文で中カッコを省略した場合、条件が真のときに実行されるのは何文か？","直後に続く1文だけである。<br><br>【解説】<br>Javaの構文では、if (条件) の後に来るのは「文」であり、ブロック { } も1文とみなされる。ブロックを書かなければ最初の1文だけがifの本体となり、それ以降の文はifと無関係に常に実行される。<br><pre><code>if (isRaining)<br>    bringLaundryIn();<br>    closeWindow();  // これは常に実行される</code></pre>","java Chapter3 if block syntax"
"「ifの条件が真のときに実行されるのは直後の1文だけ」という仕様の理由は何か？","構文解析を単純にし、コンパイラが文の境界を明確に判断しやすくするためである。<br><br>【解説】<br>ブロックを書かなければ最初の1文だけがifの本体として扱われる。インデントに頼って複数行がifの中にあるように見せても、実際の動作はインデントに依存しない。スタイルガイドでは1文でも {} を付けることが推奨されることが多い。<br><pre><code>if (isRaining) {<br>    bringLaundryIn();<br>    closeWindow();<br>}</code></pre>","java Chapter3 if block syntax"
"switch文の式に使えない型の1つは何か？（long）","long は switch の式として使用できない。<br><br>【解説】<br>switchで使える型は byte, short, char, int とそのラッパー、enum, String（Java 17時点）。longは値の範囲が広くswitchのジャンプテーブル設計と相性が悪い。incompatible types: possible lossy conversion などのエラーになる。<br><pre><code>long x = 1L;<br>switch (x) { }  // コンパイルエラー</code></pre>","java Chapter3 switch enum string"
"switch文の式に使えない型の1つは何か？（float, double, boolean）","float, double, boolean は switch の式として使用できない。<br><br>【解説】<br>浮動小数点型は値の範囲が広く丸め誤差もあるためswitchと相性が悪い。booleanは分岐が2つだけなのでifで十分。caseラベルにはコンパイル時定数式のみが書ける。<br><pre><code>// いずれもswitchの式には使えない<br>switch (1.0) { }   // NG<br>switch (true) { }  // NG</code></pre>","java Chapter3 switch enum string"
"switchのcaseラベルに書けるのはどのような式か？","コンパイル時定数式のみである。<br><br>【解説】<br>finalかつコンパイル時に値が確定しているプリミティブやStringなど。実行時に初期化される変数やメソッド呼び出しの結果は書けない。case label is not a constant expression というエラーになる典型例は、finalだがメソッド内で代入されている変数。<br><pre><code>final int A = 1;<br>switch (x) {<br>    case A:  // OK（コンパイル時定数）<br>}</code></pre>","java Chapter3 switch enum string"
"switch式（Java 14以降）で要求される性質は何か？","すべての実行経路で値が決まる「網羅性」である。<br><br>【解説】<br>switch式は式として必ず値を返すため、すべての分岐で値が決まらなければならない。enumで全列挙子をcaseで列挙すればdefaultは不要。整数やStringなど値の範囲が広い型ではdefaultで「その他」を指定する必要がある。<br><pre><code>String action = switch (light) {<br>    case RED -> \"止まる\";<br>    case YELLOW -> \"注意して準備\";<br>    case GREEN -> \"進む\";<br>};</code></pre>","java Chapter3 switch expression"
"enumのすべての列挙子をcaseで列挙した場合、switch式でdefaultは必要か？","不要である。<br><br>【解説】<br>コンパイラは列挙型について「列挙子を全部列挙していれば網羅されている」と静的解析で判断できる。一方、整数やStringでは値の範囲が広いため、defaultで残りすべてのケースを代表させる必要がある。<br><pre><code>String action = switch (light) {<br>    case RED -> \"止まる\";<br>    case YELLOW -> \"注意して準備\";<br>    case GREEN -> \"進む\";<br>    // default は不要</code></pre>","java Chapter3 switch expression"
"for文の初期化部で変数宣言を複数書く場合、それらの型についての制約は何か？","同じ型である必要がある。<br><br>【解説】<br>for (初期化; 条件; 更新) の初期化部で、int i = 0, long j = 0L; のように異なる型を混在させるとコンパイルエラー。宣言文の構文を単純に保つための制約である。<br><pre><code>for (int i = 0, j = 10; i < j; i++, j--) { }  // OK</code></pre>","java Chapter3 for loop syntax"
"for文の条件部に書けるブール式はいくつか？","1つだけである。<br><br>【解説】<br>C言語と異なり、for (i = 0, j = 0; i < n, j < m; ...) のようにカンマで複数条件を書く構文はJavaには存在しない。条件として評価されるのは1つの式だけ。複数条件にしたい場合は && でつなぐか、メソッドに切り出す。<br><pre><code>for (int i = 0, j = 10; i < j; i++, j--) { }</code></pre>","java Chapter3 for loop syntax"
"拡張for文（for-each）の一時変数に新しい値を代入し直した場合、元の配列やコレクションは変わるか？","変わらない。<br><br>【解説】<br>一時変数はローカル変数であり、代入はその変数自身を書き換えるだけ。プリミティブの場合は値のコピー、参照型の場合は参照のコピーが渡されるが、一時変数を別の参照で上書きしても元のコンテナ内の参照は変わらない。本棚の本を手に取って持ち替えても、本棚の並びは変わらないイメージ。<br><pre><code>for (int n : nums) {<br>    n = n * 10;  // nums は変わらない<br>}</code></pre>","java Chapter3 foreach array reference"
"「拡張forの一時変数に代入しても元の配列は変わらない」という事実を、比喩でどう説明するか？","本棚に並んだ本を1冊ずつ手に取って読む場面で、手に取っている本を別の本と持ち替えても、本棚に並んでいる本自体は自動では入れ替わらない、というイメージ。<br><br>【解説】<br>配列の中身を変更したい場合は通常のforで添字を使い array[i] = ... と直接代入する必要がある。参照型では、一時変数経由でオブジェクトの内部状態（フィールド）を変更すると元にも反映される点と区別することが重要。<br><pre><code>for (int n : nums) { n = n * 10; }  // numsは不変</code></pre>","java Chapter3 foreach array reference"
"do-while文とwhile文で、本体の実行回数の下限が異なる。do-whileでは最低何回実行されるか？","最低1回は実行される。<br><br>【解説】<br>do-whileは「本体を実行してから条件判定」するため、条件が最初から偽でも本体は1回実行される。whileは「先に条件判定」するため、条件が最初から偽なら0回。自販機で「1回は必ずお金を入れてボタンを押す」流れがdo-whileに対応する。<br><pre><code>do {<br>    System.out.println(\"一度は必ず表示される\");<br>    count++;<br>} while (count < 0);  // 条件は偽だが1回は実行</code></pre>","java Chapter3 do-while while"
"「本体を少なくとも1回は実行してから条件判定する」ループは何か？","do-while 文である。<br><br>【解説】<br>ユーザー入力のように「最低1回は必ず処理を行いたいが、その後は条件次第で繰り返したい」場面で使う。do-whileの末尾にはセミコロン（while (条件);）が必要で、忘れると構文エラーや意図しない空文になる。<br><pre><code>do { ... } while (条件);</code></pre>","java Chapter3 do-while while"
"二重ループで、内側のbreakは何層のループから抜けるか？","その内側ループ1層だけから抜ける。<br><br>【解説】<br>breakは「現在属している一番内側のループ」から抜けるキーワード。外側ループまで一気に抜けたい場合はラベル付きbreak（break outer;）を用いる。外側の回数×内側の回数が内側本体の実行回数のおおよその上限になる。<br><pre><code>for (int day = 1; day <= 5; day++) {<br>    for (int period = 1; period <= 6; period++) {<br>        if (period == 4) break;  // 内側だけ抜ける<br>    }<br>}</code></pre>","java Chapter3 nested-loop break"
"外側のループまで一気に抜けたい場合、どのようなbreakを使うか？","ラベル付きbreak（break ラベル;）を用いる。<br><br>【解説】<br>通常のbreakは一番内側のループにしか作用しない。ラベル付きbreakは「どのラベルが付いた文から抜けるか」を明示する。二重ループで「breakしたら全体から抜ける」と誤解しやすいので、ラベルの位置と挙動をトレースして理解することが重要。<br><pre><code>outer:<br>for (int i = 0; i < 3; i++) {<br>    for (int j = 0; j < 3; j++) {<br>        if (i == j) break outer;<br>    }<br>}</code></pre>","java Chapter3 nested-loop break label"
"Javaでラベルを付けられる対象には、どのような文が含まれるか？","if, for, while, do-while, switch、およびブロック { ... } など、多くの文やブロックに付けられる。<br><br>【解説】<br>「ラベル名 + コロン」を文の先頭に付ける。ラベルはfor専用ではなく、多くの文に付けられる。主にbreakやcontinueと組み合わせて「どのループやブロックに制御を移すか」を明示する。同じブロックスコープ内でラベル名は一意である必要がある。<br><pre><code>outer:<br>for (int i = 0; i < 3; i++) { ... }</code></pre>","java Chapter3 label break continue"
"continue ラベル; を実行した場合、制御はどこに移るか？","そのラベルが付いたループの「次の反復」の先頭に移る。<br><br>【解説】<br>break ラベル; はそのラベルが付いた文から抜け、直後の文に制御を移す。continue ラベル; はそのループの次の反復の先頭へ。通常のcontinueは一番内側のループにしか作用しない。エレベーターの例では、ラベル付きcontinueは「指定した階層の次の部屋に直接移動する」イメージ。<br><pre><code>outer:<br>for (int i = 0; i < 3; i++) {<br>    for (int j = 0; j < 3; j++) {<br>        if (j == 1) continue outer;  // outerの次のiへ<br>    }<br>}</code></pre>","java Chapter3 label break continue"
